CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TFDVPD;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sul;;343,9;27468424;;PR;PR
TFED25;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;246,125;30023701;;SP;SP
TFED27;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;245,9333333;30023701;;SP;SP
TFEDAZ;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;246;18344104;;SP;SP
TFEDB3;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;246;28826450;;SP;SP
TFDOW2;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;742;33471306;;MG;MG
TFDVAF;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Centro-Oeste;;338,4285714;25233233;;GO;GO
TFDOLO;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;757,5;49901727;;MG;MG
TFEDYH;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;204;25223144;;SP;SP
TFEBF4;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;332;21286091;;MG;MG
TFDB37;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;1274;37197454;;ES;ES
TFDRIH;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;457,7692308;41428383;;RJ;RJ
TFDONI;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;754,6;49901727;;MG;MG
TFEC88;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;295;18898440;;SP;SP
TFECIL;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;282,4;50218579;;SP;SP
TFECRR;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Nordeste;;264,1818182;51760894;;BA;BA
TFECUZ;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;227,0869565;28861302;;MG;MG
TFEDAB;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;245,3333333;43466683;;RJ;RJ
TFDESX;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;1093;22364305;;RJ;RJ
TFECB7;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sul;;295;24687152;;SC;SC
TFED36;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sul;;253;49395324;;PR;PR
TFEDMH;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;224;37244074;;SP;SP
TFEDSD;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;206,8333333;48052491;;ES;ES
TFEDWD;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Nordeste;;204;49395324;;CE;CE
TFDOJF;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;765;26064885;;SP;SP
TFDVGH;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Nordeste;;368;47723589;;CE;CE
TFDUHQ;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Centro-Oeste;;430;42343703;;DF;DF
TFEDUV;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Nordeste;;185,2105263;35432511;;PE;PE
TFEDKX;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;224;53715954;;SP;SP
TFDUGY;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;423,6;35954956;;SP;SP
TFDIQL;VAREJO;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;896,2;60102898;;SP;SP
TFEDHP;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;235;40637287;;SP;SP
TFEDHR;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;235;40987609;;SP;SP
TFDUQK;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Nordeste;;420;21362163;;PE;PE
TFDVHL;SERVICOS;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Sudeste;;365;48747229;;SP;SP
TFDUK4;MANUFATURA;Sem Informações de Faturamento;MICRO E PEQUENOS NEGOCIOS;MPN;Norte;;424;42301314;;AP;AP
CARAMU;MANUFATURA;Sem Informações de Faturamento;OTIMIZACAO LOGISTICA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1162;2070736708;;GO;GO
TA3134;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;3836,444444;50766104;;PA;PA
TA3050;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;7256;91901726;;RN;RN
TDC823;LOGISTICA;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;557,9473684;199212392;;SP;SP
TDC536;MANUFATURA;Sem Informações de Faturamento;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;910,5833333;0;;GO;GO
TDCA2Z;SERVICOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;706;0;;DF;DF
TDC9VX;SERVICOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1134,714286;1249150993;;ES;ES
TDC1IV;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;182;82321389;;SC;SC
TDC1IY;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;182;82321389;;SC;SC
TDC1JB;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;182;82321389;;SC;SC
TDC1LC;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;182;44025827;;SC;SC
TFBXF5;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;796,3;38901294;;PR;PR
TFBXL6;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2053,875;102126175;;SP;SP
TFCTPM;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1697;66366942;;ES;ES
TFDAES;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;1223;44117542;;RO;RO
TFDAZW;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;577;70933495;;SC;SC
TFCOGC;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2030;609769700;;SP;SP
TFDCP4;DISTRIBUICAO;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;862;323739289;;PR;PR
TFCWY4;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1131,894737;24437022;;GO;GO
TFCSM2;SERVICOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;456;406134492;;SP;SP
TFDFBG;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1049,052632;132954796;;GO;GO
TFCTQ4;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1697;167731645;;RJ;RJ
TFDHUD;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;962;94814122;;SP;SP
TFDHUE;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;962;94814122;;SP;SP
TFDHUG;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;962;94814122;;SP;SP
TFDADN;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1319;103956703;;RJ;RJ
TFDNMT;EDUCACIONAL;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;563,3333333;185083528;;SC;SC
TFDB99;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1274;41166398;;SP;SP
TFDCJ6;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1200;61948042;;SP;SP
TFDDYV;MANUFATURA;Sem Informações de Faturamento;INTELIGENCIA DE MERCADO (TAIL);MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;858,7333333;486228287;;SP;SP
TFDUDC;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;434,8;89215155;;MG;MG
TFDHMB;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;377,2;66154743;;PE;PE
TFDF53;MANUFATURA;Sem Informações de Faturamento;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;1087;607136050;;AM;AM
TFDV89;VAREJO;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;387;939028757;;ES;ES
TFDVFA;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;325,3;142842391;;AL;AL
TFDI77;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;945;44117542;;SC;SC
TFD678;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1355;14242345;;SP;SP
TFDVRL;MANUFATURA;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;338,8888889;353323281;;SP;SP
TFDVRW;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;322;59216901;;GO;GO
TFEBO1;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;327,6153846;125413804;;AL;AL
TFEBO5;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;331;193902631;;SP;SP
TFDSD6;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;533;99687618;;SP;SP
TFDVE6;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;368,4411765;16575587;;MS;MS
TFEBS8;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;319,8888889;47610600;;PR;PR
TFDMX1;MANUFATURA;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;437,3333333;416075882;;SP;SP
TFDVJB;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;359;34338508;;MG;MG
TFCSJR;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1752;55197374;;PR;PR
TFD909;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1344;14242345;;RS;RS
TFECKX;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;261,8928571;878554461;;SP;SP
TFECRT;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;265,4871795;147840444;;BA;BA
TFECJG;SERVICOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;236,5789474;456173474;;PR;PR
TFCSZB;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1726;55197374;;PR;PR
TFDB22;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1264;4269142;;SP;SP
TFEDGY;MANUFATURA;Sem Informações de Faturamento;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;238;366785408;;SP;SP
TFEDV8;MANUFATURA;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;210;507443419;;MT;MT
TFCV88;SERVICOS;Sem Informações de Faturamento;RH - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1331;418368235;;SP;SP
TFDUWK;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;351,5;86054379;;GO;GO
TFDQET;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;662;87269006;;RS;RS
TFCYY4;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1586,333333;432320601;;SP;SP
TFBXHM;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;2937;170185825;;SP;SP
TFDEA0;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;746,3333333;43840346;;SP;SP
TFDBMD;LOGISTICA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;876,6666667;40429997;;SP;SP
TFEDEG;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;245;983985263;;SP;SP
TFDJPY;EDUCACIONAL;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;593;26815204;;SP;SP
TFDUKH;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;416,6428571;86292580;;DF;DF
TFDDQV;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;257;307407595;;MG;MG
TFDVIC;MANUFATURA;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;333,7333333;50137304;;RS;RS
TFDE98;EDUCACIONAL;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;767,3333333;29281267;;RS;RS
TFDVIZ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;349,4285714;61388888;;SP;SP
TFDHRH;LOGISTICA;Sem Informações de Faturamento;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;966;125289963;;SP;SP
TFDVKE;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;357;949574396;;SP;SP
TFDHZT;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;765,5;31097434;;DF;DF
TFDULF;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;422;106822931;;MG;MG
TFDUTV;AGROINDUSTRIA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;410;264236457;;SC;SC
TFDVRJ;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CONSTRUCAO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;340;325023334;;PR;PR
TFDVRU;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;336,8571429;63656415;;GO;GO
TFDUVB;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;405,1818182;252451682;;CE;CE
TFDUX7;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;400;125810600;;SP;SP
TFDVE1;EDUCACIONAL;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;375;264548744;;SC;SC
TFDURJ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;413,36;151186567;;MG;MG
TFEDCX;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;247;140463486;;SP;SP
TFEC17;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;298;1105891416;;RJ;RJ
TFDUPX;LOGISTICA;Sem Informações de Faturamento;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;420;159401576;;ES;ES
TFDVIS;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;361;77071331;;SP;SP
TFEDH1;MANUFATURA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;238;549093398;;SP;SP
TFDHI0;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;804,5;32058015;;SP;SP
TFDJ02;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;706;28951685;;SP;SP
TFDVPW;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;345;147000934;;SE;SE
TFDUAG;SAUDE;Sem Informações de Faturamento;SAUDE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;450;200198275;;RO;RO
TFDVGK;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;367,4;334956348;;DF;DF
TFEDKJ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;228;128716857;;MG;MG
TFDUHI;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;429;50152333;;PA;PA
TFECVM;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;266;140871460;;CE;CE
TFDUWD;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;402;17171155;;BA;BA
TFEDCQ;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;220;30739539;;PA;PA
TFCYX4;SAUDE;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;489,2;4065234847;;SP;SP
TFEDH3;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - CORPORATIVO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;237,5384615;2123029556;;SP;SP
TFEDZC;VAREJO;Sem Informações de Faturamento;CROSS - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;203;612674376;;SP;SP
TFDPUY;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;694;55381616;;CE;CE
TFDPUZ;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;694;55381616;;CE;CE
TFEE28;EDUCACIONAL;Sem Informações de Faturamento;BSO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;203;2089950843;;SP;SP
TFECIN;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;288;433226944;;RS;RS
TFECL2;SERVICOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;277,2;249133199;;RJ;RJ
TFDRKD;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;;581;33419264;;PA;PA
TFDRNZ;SAUDE;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;570;33419264;;SP;SP
TFECO0;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;269,4117647;157849939;;SE;SE
TFDNNT;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;814;81946033;;SC;SC
TFEDDC;MANUFATURA;Sem Informações de Faturamento;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;246;1744972148;;SP;SP
TFEDA3;DISTRIBUICAO;Sem Informações de Faturamento;CROSS - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;253;626315893;;SC;SC
TFDTT1;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;473;166636702;;AL;AL
TFDQI0;LOGISTICA;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;660;31990061;;PE;PE
TFDUFM;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;438;92028518;;RS;RS
TFDEHG;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;748;43840346;;ES;ES
TFCHG2;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1789;56895005;;SC;SC
TFEBO7;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;320,6666667;201103528;;MT;MT
TFDVAY;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;386;79187874;;ES;ES
TFDVJP;SERVICOS;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;341,9166667;117136663;;CE;CE
TFDAPU;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;927,6666667;28805130;;SP;SP
TFDVQU;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;339,3333333;87417112;;SP;SP
TFECTD;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;267;231122005;;MS;MS
TFEBUH;MANUFATURA;Sem Informações de Faturamento;CROSS - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;317;240934742;;MG;MG
TFDNDE;SERVICOS;Sem Informações de Faturamento;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;643,5;31087805;;SP;SP
TFECXV;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;263;233105292;;MS;MS
TFEBZ2;LOGISTICA;Sem Informações de Faturamento;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;251,3076923;274011101;;SP;SP
TFEBWO;MANUFATURA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;311;1341467701;;MG;MG
TFDV49;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1030;425468350;;SP;SP
TFDVM6;VAREJO;Sem Informações de Faturamento;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;352,3333333;675183423;;SP;SP
